InterconnectorLinks,ToNode,Period,col3,InitialCap,Potential_expansion_(2030),Exponential_growth,Exp._Incl._Cap,Lowest,Highest,col10,col11,col12,col13,col14,col15,col16,col17,col18,col19,col20,col21,col22,col23
Hornsea,FirthofForth,2,2,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,
Hornsea,FirthofForth,3,2,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,
Hornsea,FirthofForth,4,2,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,
Hornsea,FirthofForth,5,2,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,
Hornsea,FirthofForth,6,2,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,
Hornsea,FirthofForth,7,2,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,
Hornsea,FirthofForth,8,2,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,
Hornsea,GreatBrit.,1,1,1218.0,0.0,50000.0,50000.0,0.0,0.0,,,,,,,,,,,,,,
Hornsea,GreatBrit.,2,1,1218.0,0.0,50000.0,50000.0,0.0,0.0,,,,,,,,,,,,,,
Hornsea,GreatBrit.,3,1,1218.0,0.0,50000.0,50000.0,0.0,0.0,,,,,,,,,,,,,,
Hornsea,GreatBrit.,4,1,1218.0,0.0,50000.0,50000.0,0.0,0.0,,,,,,,,,,,,,,
Hornsea,GreatBrit.,5,1,1218.0,0.0,50000.0,50000.0,0.0,0.0,,,,,,,,,,,,,,
Hornsea,GreatBrit.,6,1,1218.0,0.0,50000.0,50000.0,0.0,0.0,,,,,,,,,,,,,,
Hornsea,GreatBrit.,7,1,1218.0,0.0,50000.0,50000.0,0.0,0.0,,,,,,,,,,,,,,
Hornsea,GreatBrit.,8,1,1218.0,0.0,50000.0,50000.0,0.0,0.0,,,,,,,,,,,,,,
Hornsea,MorayFirth,1,2,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,
Hornsea,MorayFirth,2,2,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,
Hornsea,MorayFirth,3,2,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,
Hornsea,MorayFirth,4,2,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,
Hornsea,MorayFirth,5,2,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,
Hornsea,MorayFirth,6,2,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,
Hornsea,MorayFirth,7,2,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,
Hornsea,MorayFirth,8,2,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,
Hungary,Austria,1,0,1600.0,0.0,1600.0,1600.0,0.0,0.0,,,,,,,,,,,,,,
Hungary,Austria,2,0,1600.0,0.0,2576.8160000000007,2576.8160000000007,2160.0,4400.0,,,,,,,,,,,,,,
Hungary,Austria,3,0,1600.0,0.0,4149.987936160002,4149.987936160002,3061.8856000000005,7900.0,,,,,,,,,,,,,,
Hungary,Austria,4,0,1600.0,0.0,6683.597071065048,6683.597071065048,4514.381377656002,11200.0,,,,,,,,,,,,,,
Hungary,Austria,5,0,1600.0,0.0,10763.999918920974,10763.999918920974,6853.640352528769,11200.0,,,,,,,,,,,,,,
Hungary,Austria,6,0,1600.0,0.0,17335.529509421423,11200.0,10621.04032415111,11200.0,,,,,,,,,,,,,,
Hungary,Austria,7,0,1600.0,0.0,27919.043630218308,11200.0,11200.0,11200.0,,,,,,,,,,,,,,
Hungary,Austria,8,0,1600.0,0.0,44963.8989569029,11200.0,11200.0,11200.0,,,,,,,,,,,,,,
Hungary,Croatia,1,0,700.0,0.0,700.0,700.0,0.0,0.0,,,,,,,,,,,,,,
Hungary,Croatia,2,0,700.0,0.0,1127.3570000000004,1260.0,1260.0,3500.0,,,,,,,,,,,,,,
Hungary,Croatia,3,0,700.0,0.0,1815.6197220700012,2161.8856000000005,2161.8856000000005,4900.0,,,,,,,,,,,,,,
Hungary,Croatia,4,0,700.0,0.0,2924.073718590959,3614.3813776560014,3614.3813776560014,4900.0,,,,,,,,,,,,,,
Hungary,Croatia,5,0,700.0,0.0,4709.249964527927,4900.0,4900.0,4900.0,,,,,,,,,,,,,,
Hungary,Croatia,6,0,700.0,0.0,7584.294160371874,4900.0,4900.0,4900.0,,,,,,,,,,,,,,
Hungary,Croatia,7,0,700.0,0.0,12214.58158822051,4900.0,4900.0,4900.0,,,,,,,,,,,,,,
Hungary,Croatia,8,0,700.0,0.0,19671.70579364502,4900.0,4900.0,4900.0,,,,,,,,,,,,,,
Ireland,France,1,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,
Ireland,France,2,0,0.0,0.0,0.0,560.0,560.0,2800.0,,,,,,,,,,,,,,
Ireland,France,3,0,0.0,0.0,0.0,1461.8856000000003,1461.8856000000003,6300.0,,,,,,,,,,,,,,
Ireland,France,4,0,0.0,0.0,0.0,2914.381377656001,2914.381377656001,9800.0,,,,,,,,,,,,,,
Ireland,France,5,0,0.0,0.0,0.0,5253.640352528768,5253.640352528768,9800.0,,,,,,,,,,,,,,
Ireland,France,6,0,0.0,0.0,0.0,9021.040324151109,9021.040324151109,9800.0,,,,,,,,,,,,,,
Ireland,France,7,0,0.0,0.0,0.0,9800.0,9800.0,9800.0,,,,,,,,,,,,,,
Ireland,France,8,0,0.0,0.0,0.0,9800.0,9800.0,9800.0,,,,,,,,,,,,,,
Ireland,GreatBrit.,1,0,1000.0,0.0,1000.0,1000.0,0.0,0.0,,,,,,,,,,,,,,
Ireland,GreatBrit.,2,0,1000.0,0.0,1610.5100000000004,1610.5100000000004,1560.0,3800.0,,,,,,,,,,,,,,
Ireland,GreatBrit.,3,0,1000.0,0.0,2593.7424601000016,2593.7424601000016,2461.8856000000005,7000.0,,,,,,,,,,,,,,
Ireland,GreatBrit.,4,0,1000.0,0.0,4177.248169415655,4177.248169415655,3914.3813776560014,7000.0,,,,,,,,,,,,,,
Ireland,GreatBrit.,5,0,1000.0,0.0,6727.499949325609,6727.499949325609,6253.640352528768,7000.0,,,,,,,,,,,,,,
Ireland,GreatBrit.,6,0,1000.0,0.0,10834.70594338839,7000.0,7000.0,7000.0,,,,,,,,,,,,,,
Ireland,GreatBrit.,7,0,1000.0,0.0,17449.402268886442,7000.0,7000.0,7000.0,,,,,,,,,,,,,,
Ireland,GreatBrit.,8,0,1000.0,0.0,28102.436848064313,7000.0,7000.0,7000.0,,,,,,,,,,,,,,
Ireland,Spain,1,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,
Ireland,Spain,2,0,0.0,0.0,0.0,560.0,560.0,2800.0,,,,,,,,,,,,,,
Ireland,Spain,3,0,0.0,0.0,0.0,1461.8856000000003,1461.8856000000003,6300.0,,,,,,,,,,,,,,
Ireland,Spain,4,0,0.0,0.0,0.0,2914.381377656001,2914.381377656001,9800.0,,,,,,,,,,,,,,
Ireland,Spain,5,0,0.0,0.0,0.0,5253.640352528768,5253.640352528768,9800.0,,,,,,,,,,,,,,
Ireland,Spain,6,0,0.0,0.0,0.0,9021.040324151109,9021.040324151109,9800.0,,,,,,,,,,,,,,
Ireland,Spain,7,0,0.0,0.0,0.0,9800.0,9800.0,9800.0,,,,,,,,,,,,,,
Ireland,Spain,8,0,0.0,0.0,0.0,9800.0,9800.0,9800.0,,,,,,,,,,,,,,
Italy,Austria,1,0,500.0,0.0,500.0,500.0,0.0,0.0,,,,,,,,,,,,,,
Italy,Austria,2,0,500.0,600.0,1100.0,1100.0,1060.0,3300.0,,,,,,,,,,,,,,
Italy,Austria,3,0,500.0,600.0,1771.5610000000006,1961.8856000000003,1961.8856000000003,3500.0,,,,,,,,,,,,,,
Italy,Austria,4,0,500.0,600.0,2853.116706110002,3414.381377656001,3414.381377656001,3500.0,,,,,,,,,,,,,,
Italy,Austria,5,0,500.0,600.0,4594.97298635722,3500.0,3500.0,3500.0,,,,,,,,,,,,,,
Italy,Austria,6,0,500.0,600.0,7400.249944258169,3500.0,3500.0,3500.0,,,,,,,,,,,,,,
Italy,Austria,7,0,500.0,600.0,11918.176537727228,3500.0,3500.0,3500.0,,,,,,,,,,,,,,
Italy,Austria,8,0,500.0,600.0,19194.342495775083,3500.0,3500.0,3500.0,,,,,,,,,,,,,,
Italy,BosniaH,1,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,
Italy,BosniaH,2,0,0.0,0.0,0.0,560.0,560.0,2800.0,,,,,,,,,,,,,,
Italy,BosniaH,3,0,0.0,0.0,0.0,1461.8856000000003,1461.8856000000003,6300.0,,,,,,,,,,,,,,
Italy,BosniaH,4,0,0.0,0.0,0.0,2914.381377656001,2914.381377656001,9800.0,,,,,,,,,,,,,,
Italy,BosniaH,5,0,0.0,0.0,0.0,5253.640352528768,5253.640352528768,9800.0,,,,,,,,,,,,,,
Italy,BosniaH,6,0,0.0,0.0,0.0,9021.040324151109,9021.040324151109,9800.0,,,,,,,,,,,,,,
Italy,BosniaH,7,0,0.0,0.0,0.0,9800.0,9800.0,9800.0,,,,,,,,,,,,,,
Italy,BosniaH,8,0,0.0,0.0,0.0,9800.0,9800.0,9800.0,,,,,,,,,,,,,,
Italy,Croatia,1,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,
Italy,Croatia,2,0,0.0,0.0,0.0,560.0,560.0,2800.0,,,,,,,,,,,,,,
Italy,Croatia,3,0,0.0,0.0,0.0,1461.8856000000003,1461.8856000000003,6300.0,,,,,,,,,,,,,,
Italy,Croatia,4,0,0.0,0.0,0.0,2914.381377656001,2914.381377656001,9800.0,,,,,,,,,,,,,,
Italy,Croatia,5,0,0.0,0.0,0.0,5253.640352528768,5253.640352528768,9800.0,,,,,,,,,,,,,,
Italy,Croatia,6,0,0.0,0.0,0.0,9021.040324151109,9021.040324151109,9800.0,,,,,,,,,,,,,,
Italy,Croatia,7,0,0.0,0.0,0.0,9800.0,9800.0,9800.0,,,,,,,,,,,,,,
Italy,Croatia,8,0,0.0,0.0,0.0,9800.0,9800.0,9800.0,,,,,,,,,,,,,,
Italy,France,1,0,4000.0,0.0,4000.0,4000.0,0.0,0.0,,,,,,,,,,,,,,
Italy,France,2,0,4000.0,100.0,6442.040000000002,6442.040000000002,4560.0,6800.0,,,,,,,,,,,,,,
Italy,France,3,0,4000.0,100.0,10374.969840400006,10300.0,5461.8856000000005,10300.0,,,,,,,,,,,,,,
Italy,France,4,0,4000.0,100.0,16708.99267766262,14500.0,6914.381377656002,14500.0,,,,,,,,,,,,,,
Italy,France,5,0,4000.0,100.0,26909.999797302436,19400.0,9253.640352528768,19400.0,,,,,,,,,,,,,,
Italy,France,6,0,4000.0,100.0,43338.82377355356,25000.0,13021.040324151109,25000.0,,,,,,,,,,,,,,
Italy,France,7,0,4000.0,100.0,69797.60907554577,28000.0,18621.04032415111,28000.0,,,,,,,,,,,,,,
Italy,France,8,0,4000.0,100.0,112409.74739225725,28000.0,24921.04032415111,28000.0,,,,,,,,,,,,,,
Italy,Germany,1,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,
Italy,Germany,2,0,0.0,0.0,0.0,560.0,560.0,2800.0,,,,,,,,,,,,,,
Italy,Germany,3,0,0.0,0.0,0.0,1461.8856000000003,1461.8856000000003,6300.0,,,,,,,,,,,,,,
Italy,Germany,4,0,0.0,0.0,0.0,2914.381377656001,2914.381377656001,9800.0,,,,,,,,,,,,,,
Italy,Germany,5,0,0.0,0.0,0.0,5253.640352528768,5253.640352528768,9800.0,,,,,,,,,,,,,,
Italy,Germany,6,0,0.0,0.0,0.0,9021.040324151109,9021.040324151109,9800.0,,,,,,,,,,,,,,
Italy,Germany,7,0,0.0,0.0,0.0,9800.0,9800.0,9800.0,,,,,,,,,,,,,,
Italy,Germany,8,0,0.0,0.0,0.0,9800.0,9800.0,9800.0,,,,,,,,,,,,,,
Italy,Greece,1,0,500.0,0.0,500.0,500.0,0.0,0.0,,,,,,,,,,,,,,
Italy,Greece,2,0,500.0,0.0,805.2550000000002,1060.0,1060.0,3300.0,,,,,,,,,,,,,,
Italy,Greece,3,0,500.0,0.0,1296.8712300500008,1961.8856000000003,1961.8856000000003,3500.0,,,,,,,,,,,,,,
Italy,Greece,4,0,500.0,0.0,2088.6240847078275,3414.381377656001,3414.381377656001,3500.0,,,,,,,,,,,,,,
Italy,Greece,5,0,500.0,0.0,3363.7499746628046,3500.0,3500.0,3500.0,,,,,,,,,,,,,,
Italy,Greece,6,0,500.0,0.0,5417.352971694195,3500.0,3500.0,3500.0,,,,,,,,,,,,,,
Italy,Greece,7,0,500.0,0.0,8724.701134443221,3500.0,3500.0,3500.0,,,,,,,,,,,,,,
Italy,Greece,8,0,500.0,0.0,14051.218424032157,3500.0,3500.0,3500.0,,,,,,,,,,,,,,
Italy,Switzerland,1,0,3025.0,0.0,3025.0,3025.0,0.0,0.0,,,,,,,,,,,,,,
Italy,Switzerland,2,0,3025.0,1700.0,4871.792750000001,4871.792750000001,3585.0,5825.0,,,,,,,,,,,,,,
Italy,Switzerland,3,0,3025.0,1700.0,7846.070941802505,7846.070941802505,4486.8856000000005,9325.0,,,,,,,,,,,,,,
Italy,Switzerland,4,0,3025.0,1700.0,12636.175712482358,12636.175712482358,5939.381377656002,13525.0,,,,,,,,,,,,,,
Italy,Switzerland,5,0,3025.0,1700.0,20350.68734670997,18425.0,8278.640352528768,18425.0,,,,,,,,,,,,,,
Italy,Switzerland,6,0,3025.0,1700.0,32774.985478749884,21175.0,12046.040324151109,21175.0,,,,,,,,,,,,,,
Italy,Switzerland,7,0,3025.0,1700.0,52784.44186338149,21175.0,17646.04032415111,21175.0,,,,,,,,,,,,,,
Italy,Switzerland,8,0,3025.0,1700.0,85009.87146539456,21175.0,21175.0,21175.0,,,,,,,,,,,,,,
Latvia,Estonia,1,0,1300.0,0.0,1300.0,1300.0,0.0,0.0,,,,,,,,,,,,,,
Latvia,Estonia,2,0,1300.0,700.0,2093.663000000001,2093.663000000001,1860.0,4100.0,,,,,,,,,,,,,,
Latvia,Estonia,3,0,1300.0,700.0,3371.8651981300027,3371.8651981300027,2761.8856000000005,7600.0,,,,,,,,,,,,,,
Latvia,Estonia,4,0,1300.0,700.0,5430.422620240352,5430.422620240352,4214.381377656002,9100.0,,,,,,,,,,,,,,
Latvia,Estonia,5,0,1300.0,700.0,8745.749934123292,8745.749934123292,6553.640352528769,9100.0,,,,,,,,,,,,,,
Latvia,Estonia,6,0,1300.0,700.0,14085.11772640491,9100.0,9100.0,9100.0,,,,,,,,,,,,,,
Latvia,Estonia,7,0,1300.0,700.0,22684.22294955238,9100.0,9100.0,9100.0,,,,,,,,,,,,,,
Latvia,Estonia,8,0,1300.0,700.0,36533.16790248361,9100.0,9100.0,9100.0,,,,,,,,,,,,,,
Latvia,Lithuania,1,0,1400.0,0.0,1400.0,1400.0,0.0,0.0,,,,,,,,,,,,,,
Latvia,Lithuania,2,0,1400.0,0.0,2254.714000000001,2254.714000000001,1960.0,4200.0,,,,,,,,,,,,,,
Latvia,Lithuania,3,0,1400.0,0.0,3631.2394441400024,3631.2394441400024,2861.8856000000005,7700.0,,,,,,,,,,,,,,
Latvia,Lithuania,4,0,1400.0,0.0,5848.147437181918,5848.147437181918,4314.381377656002,9800.0,,,,,,,,,,,,,,
Latvia,Lithuania,5,0,1400.0,0.0,9418.499929055853,9418.499929055853,6653.640352528769,9800.0,,,,,,,,,,,,,,
Latvia,Lithuania,6,0,1400.0,0.0,15168.588320743747,9800.0,9800.0,9800.0,,,,,,,,,,,,,,
Latvia,Lithuania,7,0,1400.0,0.0,24429.16317644102,9800.0,9800.0,9800.0,,,,,,,,,,,,,,
Latvia,Lithuania,8,0,1400.0,0.0,39343.41158729004,9800.0,9800.0,9800.0,,,,,,,,,,,,,,
Luxemb.,Belgium,1,0,1000.0,0.0,1000.0,1000.0,0.0,0.0,,,,,,,,,,,,,,
Luxemb.,Belgium,2,0,1000.0,0.0,1610.5100000000004,1610.5100000000004,1560.0,3800.0,,,,,,,,,,,,,,
Luxemb.,Belgium,3,0,1000.0,0.0,2593.7424601000016,2593.7424601000016,2461.8856000000005,7000.0,,,,,,,,,,,,,,
Luxemb.,Belgium,4,0,1000.0,0.0,4177.248169415655,4177.248169415655,3914.3813776560014,7000.0,,,,,,,,,,,,,,
Luxemb.,Belgium,5,0,1000.0,0.0,6727.499949325609,6727.499949325609,6253.640352528768,7000.0,,,,,,,,,,,,,,
Luxemb.,Belgium,6,0,1000.0,0.0,10834.70594338839,7000.0,7000.0,7000.0,,,,,,,,,,,,,,
Luxemb.,Belgium,7,0,1000.0,0.0,17449.402268886442,7000.0,7000.0,7000.0,,,,,,,,,,,,,,
Luxemb.,Belgium,8,0,1000.0,0.0,28102.436848064313,7000.0,7000.0,7000.0,,,,,,,,,,,,,,
Luxemb.,France,1,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,
Luxemb.,France,2,0,0.0,0.0,0.0,560.0,560.0,2800.0,,,,,,,,,,,,,,
Luxemb.,France,3,0,0.0,0.0,0.0,1461.8856000000003,1461.8856000000003,6300.0,,,,,,,,,,,,,,
Luxemb.,France,4,0,0.0,0.0,0.0,2914.381377656001,2914.381377656001,9800.0,,,,,,,,,,,,,,
Luxemb.,France,5,0,0.0,0.0,0.0,5253.640352528768,5253.640352528768,9800.0,,,,,,,,,,,,,,
Luxemb.,France,6,0,0.0,0.0,0.0,9021.040324151109,9021.040324151109,9800.0,,,,,,,,,,,,,,
Luxemb.,France,7,0,0.0,0.0,0.0,9800.0,9800.0,9800.0,,,,,,,,,,,,,,
Luxemb.,France,8,0,0.0,0.0,0.0,9800.0,9800.0,9800.0,,,,,,,,,,,,,,
Luxemb.,Germany,1,0,980.0,0.0,980.0,980.0,0.0,0.0,,,,,,,,,,,,,,
Luxemb.,Germany,2,0,980.0,1000.0,1980.0,1980.0,1540.0,3780.0,,,,,,,,,,,,,,
Luxemb.,Germany,3,0,980.0,1000.0,3188.809800000001,3188.809800000001,2441.8856000000005,6860.0,,,,,,,,,,,,,,
Luxemb.,Germany,4,0,980.0,1000.0,5135.610070998003,5135.610070998003,3894.3813776560014,6860.0,,,,,,,,,,,,,,
Luxemb.,Germany,5,0,980.0,1000.0,8270.951375442997,6860.0,6233.640352528768,6860.0,,,,,,,,,,,,,,
Luxemb.,Germany,6,0,980.0,1000.0,13320.449899664705,6860.0,6860.0,6860.0,,,,,,,,,,,,,,
Luxemb.,Germany,7,0,980.0,1000.0,21452.717767909013,6860.0,6860.0,6860.0,,,,,,,,,,,,,,
Luxemb.,Germany,8,0,980.0,1000.0,34549.816492395155,6860.0,6860.0,6860.0,,,,,,,,,,,,,,
Macedonia,Bulgaria,1,0,400.0,0.0,400.0,400.0,0.0,0.0,,,,,,,,,,,,,,
Macedonia,Bulgaria,2,0,400.0,0.0,644.2040000000002,960.0,960.0,2800.0,,,,,,,,,,,,,,
Macedonia,Bulgaria,3,0,400.0,0.0,1037.4969840400006,1861.8856000000003,1861.8856000000003,2800.0,,,,,,,,,,,,,,
Macedonia,Bulgaria,4,0,400.0,0.0,1670.899267766262,2800.0,2800.0,2800.0,,,,,,,,,,,,,,
Macedonia,Bulgaria,5,0,400.0,0.0,2690.9999797302435,2800.0,2800.0,2800.0,,,,,,,,,,,,,,
Macedonia,Bulgaria,6,0,400.0,0.0,4333.882377355356,2800.0,2800.0,2800.0,,,,,,,,,,,,,,
Macedonia,Bulgaria,7,0,400.0,0.0,6979.760907554577,2800.0,2800.0,2800.0,,,,,,,,,,,,,,
Macedonia,Bulgaria,8,0,400.0,0.0,11240.974739225725,2800.0,2800.0,2800.0,,,,,,,,,,,,,,
Macedonia,Greece,1,0,1000.0,0.0,1000.0,1000.0,0.0,0.0,,,,,,,,,,,,,,
Macedonia,Greece,2,0,1000.0,0.0,1610.5100000000004,1610.5100000000004,1560.0,3800.0,,,,,,,,,,,,,,
Macedonia,Greece,3,0,1000.0,0.0,2593.7424601000016,2593.7424601000016,2461.8856000000005,7000.0,,,,,,,,,,,,,,
Macedonia,Greece,4,0,1000.0,0.0,4177.248169415655,4177.248169415655,3914.3813776560014,7000.0,,,,,,,,,,,,,,
Macedonia,Greece,5,0,1000.0,0.0,6727.499949325609,6727.499949325609,6253.640352528768,7000.0,,,,,,,,,,,,,,
Macedonia,Greece,6,0,1000.0,0.0,10834.70594338839,7000.0,7000.0,7000.0,,,,,,,,,,,,,,
Macedonia,Greece,7,0,1000.0,0.0,17449.402268886442,7000.0,7000.0,7000.0,,,,,,,,,,,,,,
Macedonia,Greece,8,0,1000.0,0.0,28102.436848064313,7000.0,7000.0,7000.0,,,,,,,,,,,,,,
MorayFirth,GreatBrit.,1,1,588.0,0.0,50000.0,50000.0,0.0,0.0,,,,,,,,,,,,,,
MorayFirth,GreatBrit.,2,1,588.0,0.0,50000.0,50000.0,0.0,0.0,,,,,,,,,,,,,,
MorayFirth,GreatBrit.,3,1,588.0,0.0,50000.0,50000.0,0.0,0.0,,,,,,,,,,,,,,
MorayFirth,GreatBrit.,4,1,588.0,0.0,50000.0,50000.0,0.0,0.0,,,,,,,,,,,,,,
MorayFirth,GreatBrit.,5,1,588.0,0.0,50000.0,50000.0,0.0,0.0,,,,,,,,,,,,,,
MorayFirth,GreatBrit.,6,1,588.0,0.0,50000.0,50000.0,0.0,0.0,,,,,,,,,,,,,,
MorayFirth,GreatBrit.,7,1,588.0,0.0,50000.0,50000.0,0.0,0.0,,,,,,,,,,,,,,
MorayFirth,GreatBrit.,8,1,588.0,0.0,50000.0,50000.0,0.0,0.0,,,,,,,,,,,,,,
Netherlands,Belgium,1,0,3000.0,0.0,3000.0,3000.0,0.0,0.0,,,,,,,,,,,,,,
Netherlands,Belgium,2,0,3000.0,2900.0,5900.0,5800.0,3560.0,5800.0,,,,,,,,,,,,,,
Netherlands,Belgium,3,0,3000.0,2900.0,9502.009000000004,9300.0,4461.8856000000005,9300.0,,,,,,,,,,,,,,
Netherlands,Belgium,4,0,3000.0,2900.0,15303.08051459001,13500.0,5914.381377656002,13500.0,,,,,,,,,,,,,,
Netherlands,Belgium,5,0,3000.0,2900.0,24645.764199552366,18400.0,8253.640352528768,18400.0,,,,,,,,,,,,,,
Netherlands,Belgium,6,0,3000.0,2900.0,39692.249701021094,21000.0,12021.040324151109,21000.0,,,,,,,,,,,,,,
Netherlands,Belgium,7,0,3000.0,2900.0,63924.7650659915,21000.0,17621.04032415111,21000.0,,,,,,,,,,,,,,
Netherlands,Belgium,8,0,3000.0,2900.0,102951.47338643,21000.0,21000.0,21000.0,,,,,,,,,,,,,,
Netherlands,Denmark,1,0,700.0,0.0,700.0,700.0,0.0,0.0,,,,,,,,,,,,,,
Netherlands,Denmark,2,0,700.0,0.0,1127.3570000000004,1260.0,1260.0,3500.0,,,,,,,,,,,,,,
Netherlands,Denmark,3,0,700.0,0.0,1815.6197220700012,2161.8856000000005,2161.8856000000005,4900.0,,,,,,,,,,,,,,
Netherlands,Denmark,4,0,700.0,0.0,2924.073718590959,3614.3813776560014,3614.3813776560014,4900.0,,,,,,,,,,,,,,
Netherlands,Denmark,5,0,700.0,0.0,4709.249964527927,4900.0,4900.0,4900.0,,,,,,,,,,,,,,
Netherlands,Denmark,6,0,700.0,0.0,7584.294160371874,4900.0,4900.0,4900.0,,,,,,,,,,,,,,
Netherlands,Denmark,7,0,700.0,0.0,12214.58158822051,4900.0,4900.0,4900.0,,,,,,,,,,,,,,
Netherlands,Denmark,8,0,700.0,0.0,19671.70579364502,4900.0,4900.0,4900.0,,,,,,,,,,,,,,
Netherlands,Germany,1,0,3425.0,0.0,3425.0,3425.0,0.0,0.0,,,,,,,,,,,,,,
Netherlands,Germany,2,0,3425.0,899.9999999999999,5515.996750000002,5515.996750000002,3985.0,6225.0,,,,,,,,,,,,,,
Netherlands,Germany,3,0,3425.0,899.9999999999999,8883.567925842506,8883.567925842506,4886.8856000000005,9725.0,,,,,,,,,,,,,,
Netherlands,Germany,4,0,3425.0,899.9999999999999,14307.074980248619,13925.0,6339.381377656002,13925.0,,,,,,,,,,,,,,
Netherlands,Germany,5,0,3425.0,899.9999999999999,23041.68732644021,18825.0,8678.640352528768,18825.0,,,,,,,,,,,,,,
Netherlands,Germany,6,0,3425.0,899.9999999999999,37108.86785610524,23975.0,12446.040324151109,23975.0,,,,,,,,,,,,,,
Netherlands,Germany,7,0,3425.0,899.9999999999999,59764.20277093606,23975.0,18046.04032415111,23975.0,,,,,,,,,,,,,,
Netherlands,Germany,8,0,3425.0,899.9999999999999,96250.84620462028,23975.0,23975.0,23975.0,,,,,,,,,,,,,,
Netherlands,GreatBrit.,1,0,1000.0,0.0,1000.0,1000.0,0.0,0.0,,,,,,,,,,,,,,
Netherlands,GreatBrit.,2,0,1000.0,0.0,1610.5100000000004,1610.5100000000004,1560.0,3800.0,,,,,,,,,,,,,,
Netherlands,GreatBrit.,3,0,1000.0,0.0,2593.7424601000016,2593.7424601000016,2461.8856000000005,7000.0,,,,,,,,,,,,,,
Netherlands,GreatBrit.,4,0,1000.0,0.0,4177.248169415655,4177.248169415655,3914.3813776560014,7000.0,,,,,,,,,,,,,,
Netherlands,GreatBrit.,5,0,1000.0,0.0,6727.499949325609,6727.499949325609,6253.640352528768,7000.0,,,,,,,,,,,,,,
Netherlands,GreatBrit.,6,0,1000.0,0.0,10834.70594338839,7000.0,7000.0,7000.0,,,,,,,,,,,,,,
Netherlands,GreatBrit.,7,0,1000.0,0.0,17449.402268886442,7000.0,7000.0,7000.0,,,,,,,,,,,,,,
Netherlands,GreatBrit.,8,0,1000.0,0.0,28102.436848064313,7000.0,7000.0,7000.0,,,,,,,,,,,,,,
NO2,Belgium,1,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,
NO2,Belgium,2,0,0.0,0.0,0.0,560.0,560.0,2800.0,,,,,,,,,,,,,,
NO2,Belgium,3,0,0.0,0.0,0.0,1461.8856000000003,1461.8856000000003,6300.0,,,,,,,,,,,,,,
NO2,Belgium,4,0,0.0,0.0,0.0,2914.381377656001,2914.381377656001,9800.0,,,,,,,,,,,,,,
NO2,Belgium,5,0,0.0,0.0,0.0,5253.640352528768,5253.640352528768,9800.0,,,,,,,,,,,,,,
NO2,Belgium,6,0,0.0,0.0,0.0,9021.040324151109,9021.040324151109,9800.0,,,,,,,,,,,,,,
NO2,Belgium,7,0,0.0,0.0,0.0,9800.0,9800.0,9800.0,,,,,,,,,,,,,,
NO2,Belgium,8,0,0.0,0.0,0.0,9800.0,9800.0,9800.0,,,,,,,,,,,,,,
NO2,Denmark,1,0,1640.0,0.0,1640.0,1640.0,0.0,0.0,,,,,,,,,,,,,,
NO2,Denmark,2,0,1640.0,0.0,2641.2364000000007,2641.2364000000007,2200.0,4440.0,,,,,,,,,,,,,,
NO2,Denmark,3,0,1640.0,0.0,4253.737634564002,4253.737634564002,3101.8856000000005,7940.0,,,,,,,,,,,,,,
NO2,Denmark,4,0,1640.0,0.0,6850.6869978416735,6850.6869978416735,4554.381377656002,11480.0,,,,,,,,,,,,,,
NO2,Denmark,5,0,1640.0,0.0,11033.099916893998,11033.099916893998,6893.640352528769,11480.0,,,,,,,,,,,,,,
NO2,Denmark,6,0,1640.0,0.0,17768.91774715696,11480.0,10661.04032415111,11480.0,,,,,,,,,,,,,,
NO2,Denmark,7,0,1640.0,0.0,28617.019720973767,11480.0,11480.0,11480.0,,,,,,,,,,,,,,
