InterconnectorLinks,ToNode,Period,TransmissionMaxBuiltCapacity_in_MW
Netherlands,Germany,3,10000.0
Netherlands,Germany,4,10000.0
Netherlands,Germany,5,10000.0
Netherlands,Germany,6,10000.0
Netherlands,Germany,7,10000.0
Netherlands,Denmark,1,0
Netherlands,Denmark,2,10000.0
Netherlands,Denmark,3,10000.0
Netherlands,Denmark,4,10000.0
Netherlands,Denmark,5,10000.0
Netherlands,Denmark,6,10000.0
Netherlands,Denmark,7,10000.0
Netherlands,Belgium,1,0
Netherlands,Belgium,2,10000.0
Netherlands,Belgium,3,10000.0
Netherlands,Belgium,4,10000.0
Netherlands,Belgium,5,10000.0
Netherlands,Belgium,6,10000.0
Netherlands,Belgium,7,10000.0
NO2,NO1,1,0
NO2,NO1,2,10000.0
NO2,NO1,3,10000.0
NO2,NO1,4,10000.0
NO2,NO1,5,10000.0
NO2,NO1,6,10000.0
NO2,NO1,7,10000.0
NO2,Netherlands,1,0
NO2,Netherlands,2,10000.0
NO2,Netherlands,3,10000.0
NO2,Netherlands,4,10000.0
NO2,Netherlands,5,10000.0
NO2,Netherlands,6,10000.0
NO2,Netherlands,7,10000.0
NO2,GreatBrit.,1,0
NO2,GreatBrit.,2,10000.0
NO2,GreatBrit.,3,10000.0
NO2,GreatBrit.,4,10000.0
NO2,GreatBrit.,5,10000.0
NO2,GreatBrit.,6,10000.0
NO2,GreatBrit.,7,10000.0
NO2,Germany,1,0
NO2,Germany,2,10000.0
NO2,Germany,3,10000.0
NO2,Germany,4,10000.0
NO2,Germany,5,10000.0
NO2,Germany,6,10000.0
NO2,Germany,7,10000.0
NO2,Draupner,1,500
NO2,Draupner,2,500
NO2,Draupner,3,500
NO2,Draupner,4,500
NO2,Draupner,5,500
NO2,Draupner,6,500
NO2,Draupner,7,500
NO2,Denmark,1,0
NO2,Denmark,2,10000.0
NO2,Denmark,3,10000.0
NO2,Denmark,4,10000.0
NO2,Denmark,5,10000.0
NO2,Denmark,6,10000.0
NO2,Denmark,7,10000.0
NO2,Belgium,1,0
NO2,Belgium,2,10000.0
NO2,Belgium,3,10000.0
NO2,Belgium,4,10000.0
NO2,Belgium,5,10000.0
NO2,Belgium,6,10000.0
NO2,Belgium,7,10000.0
NO3,NO1,1,0
NO3,NO1,2,10000.0
NO3,NO1,3,10000.0
NO3,NO1,4,10000.0
NO3,NO1,5,10000.0
NO3,NO1,6,10000.0
NO3,NO1,7,10000.0
NO4,NO3,1,0
NO4,NO3,2,10000.0
NO4,NO3,3,10000.0
NO4,NO3,4,10000.0
NO4,NO3,5,10000.0
NO4,NO3,6,10000.0
NO4,NO3,7,10000.0
NO4,Finland,1,0
NO4,Finland,2,10000.0
NO4,Finland,3,10000.0
NO4,Finland,4,10000.0
NO4,Finland,5,10000.0
NO4,Finland,6,10000.0
NO4,Finland,7,10000.0
NO5,Sleipner,1,500
NO5,Sleipner,2,500
NO5,Sleipner,3,500
NO5,Sleipner,4,500
NO5,Sleipner,5,500
NO5,Sleipner,6,500
NO5,Sleipner,7,500
NO5,NO3,1,0
NO5,NO3,2,10000.0
NO5,NO3,3,10000.0
NO5,NO3,4,10000.0
NO5,NO3,5,10000.0
NO5,NO3,6,10000.0
NO5,NO3,7,10000.0
NO5,NO2,1,0
NO5,NO2,2,10000.0
NO5,NO2,3,10000.0
NO5,NO2,4,10000.0
NO5,NO2,5,10000.0
NO5,NO2,6,10000.0
NO5,NO2,7,10000.0
NO5,NO1,1,0
NO5,NO1,2,10000.0
NO5,NO1,3,10000.0
NO5,NO1,4,10000.0
NO5,NO1,5,10000.0
NO5,NO1,6,10000.0
NO5,NO1,7,10000.0
Nordsøen,OuterDowsing,1,0
Nordsøen,OuterDowsing,2,10000.0
Nordsøen,OuterDowsing,3,10000.0
Nordsøen,OuterDowsing,4,10000.0
Nordsøen,OuterDowsing,5,10000.0
Nordsøen,OuterDowsing,6,10000.0
Nordsøen,OuterDowsing,7,10000.0
Nordsøen,Norfolk,1,0
Nordsøen,Norfolk,2,10000.0
Nordsøen,Norfolk,3,10000.0
Nordsøen,Norfolk,4,10000.0
Nordsøen,Norfolk,5,10000.0
Nordsøen,Norfolk,6,10000.0
Nordsøen,Norfolk,7,10000.0
Nordsøen,MorayFirth,1,0
Nordsøen,MorayFirth,2,10000.0
Nordsøen,MorayFirth,3,10000.0
Nordsøen,MorayFirth,4,10000.0
Nordsøen,MorayFirth,5,10000.0
Nordsøen,MorayFirth,6,10000.0
Nordsøen,MorayFirth,7,10000.0
Nordsøen,Hornsea,1,0
Nordsøen,Hornsea,2,10000.0
Nordsøen,Hornsea,3,10000.0
Nordsøen,Hornsea,4,10000.0
Nordsøen,Hornsea,5,10000.0
Nordsøen,Hornsea,6,10000.0
Nordsøen,Hornsea,7,10000.0
Nordsøen,HollandseeKust,1,0
Nordsøen,HollandseeKust,2,10000.0
Nordsøen,HollandseeKust,3,10000.0
Nordsøen,HollandseeKust,4,10000.0
Nordsøen,HollandseeKust,5,10000.0
Nordsøen,HollandseeKust,6,10000.0
Nordsøen,HollandseeKust,7,10000.0
Nordsøen,HelgoländerBucht,1,0
Nordsøen,HelgoländerBucht,2,10000.0
Nordsøen,HelgoländerBucht,3,10000.0
Nordsøen,HelgoländerBucht,4,10000.0
Nordsøen,HelgoländerBucht,5,10000.0
Nordsøen,HelgoländerBucht,6,10000.0
Nordsøen,HelgoländerBucht,7,10000.0
Nordsøen,FirthofForth,1,0
Nordsøen,FirthofForth,2,10000.0
Nordsøen,FirthofForth,3,10000.0
Nordsøen,FirthofForth,4,10000.0
Nordsøen,FirthofForth,5,10000.0
Nordsøen,FirthofForth,6,10000.0
Nordsøen,FirthofForth,7,10000.0
Nordsøen,EastAnglia,1,0
Nordsøen,EastAnglia,2,10000.0
Nordsøen,EastAnglia,3,10000.0
Nordsøen,EastAnglia,4,10000.0
Nordsøen,EastAnglia,5,10000.0
Nordsøen,EastAnglia,6,10000.0
Nordsøen,EastAnglia,7,10000.0
Nordsøen,DoggerBank,1,0
Nordsøen,DoggerBank,2,10000.0
Nordsøen,DoggerBank,3,10000.0
Nordsøen,DoggerBank,4,10000.0
Nordsøen,DoggerBank,5,10000.0
Nordsøen,DoggerBank,6,10000.0
Nordsøen,DoggerBank,7,10000.0
Nordsøen,Denmark,1,10000
Nordsøen,Denmark,2,10000
Nordsøen,Denmark,3,10000
Nordsøen,Denmark,4,10000
Nordsøen,Denmark,5,10000
Nordsøen,Denmark,6,10000
Nordsøen,Denmark,7,10000
Nordsøen,Borssele,1,0
Nordsøen,Borssele,2,10000.0
Nordsøen,Borssele,3,10000.0
Nordsøen,Borssele,4,10000.0
Nordsøen,Borssele,5,10000.0
Nordsøen,Borssele,6,10000.0
Nordsøen,Borssele,7,10000.0
Norfolk,OuterDowsing,1,0
Norfolk,OuterDowsing,2,10000.0
Norfolk,OuterDowsing,3,10000.0
Norfolk,OuterDowsing,4,10000.0
Norfolk,OuterDowsing,5,10000.0
Norfolk,OuterDowsing,6,10000.0
Norfolk,OuterDowsing,7,10000.0
Norfolk,MorayFirth,1,0
Norfolk,MorayFirth,2,10000.0
Norfolk,MorayFirth,3,10000.0
Norfolk,MorayFirth,4,10000.0
Norfolk,MorayFirth,5,10000.0
Norfolk,MorayFirth,6,10000.0
Norfolk,MorayFirth,7,10000.0
Norfolk,Hornsea,1,0
Norfolk,Hornsea,2,10000.0
Norfolk,Hornsea,3,10000.0
Norfolk,Hornsea,4,10000.0
Norfolk,Hornsea,5,10000.0
Norfolk,Hornsea,6,10000.0
Norfolk,Hornsea,7,10000.0
Norfolk,GreatBrit.,1,10000
Norfolk,GreatBrit.,2,10000.0
Norfolk,GreatBrit.,3,10000.0
Norfolk,GreatBrit.,4,10000.0
Norfolk,GreatBrit.,5,10000.0
Norfolk,GreatBrit.,6,10000.0
Norfolk,GreatBrit.,7,10000.0
Norfolk,FirthofForth,1,0
Norfolk,FirthofForth,2,10000.0
Norfolk,FirthofForth,3,10000.0
Norfolk,FirthofForth,4,10000.0
Norfolk,FirthofForth,5,10000.0
Norfolk,FirthofForth,6,10000.0
Norfolk,FirthofForth,7,10000.0
Norfolk,DoggerBank,1,0
Norfolk,DoggerBank,2,10000.0
Norfolk,DoggerBank,3,10000.0
Norfolk,DoggerBank,4,10000.0
Norfolk,DoggerBank,5,10000.0
Norfolk,DoggerBank,6,10000.0
Norfolk,DoggerBank,7,10000.0
OuterDowsing,MorayFirth,1,0
OuterDowsing,MorayFirth,2,10000.0
OuterDowsing,MorayFirth,3,10000.0
OuterDowsing,MorayFirth,4,10000.0
OuterDowsing,MorayFirth,5,10000.0
OuterDowsing,MorayFirth,6,10000.0
OuterDowsing,MorayFirth,7,10000.0
OuterDowsing,Hornsea,1,0
OuterDowsing,Hornsea,2,10000.0
OuterDowsing,Hornsea,3,10000.0
OuterDowsing,Hornsea,4,10000.0
OuterDowsing,Hornsea,5,10000.0
OuterDowsing,Hornsea,6,10000.0
OuterDowsing,Hornsea,7,10000.0
OuterDowsing,GreatBrit.,1,10000
OuterDowsing,GreatBrit.,2,10000.0
OuterDowsing,GreatBrit.,3,10000.0
OuterDowsing,GreatBrit.,4,10000.0
OuterDowsing,GreatBrit.,5,10000.0
OuterDowsing,GreatBrit.,6,10000.0
OuterDowsing,GreatBrit.,7,10000.0
OuterDowsing,FirthofForth,1,0
OuterDowsing,FirthofForth,2,10000.0
OuterDowsing,FirthofForth,3,10000.0
OuterDowsing,FirthofForth,4,10000.0
OuterDowsing,FirthofForth,5,10000.0
OuterDowsing,FirthofForth,6,10000.0
OuterDowsing,FirthofForth,7,10000.0
OuterDowsing,DoggerBank,1,0
OuterDowsing,DoggerBank,2,10000.0
OuterDowsing,DoggerBank,3,10000.0
OuterDowsing,DoggerBank,4,10000.0
OuterDowsing,DoggerBank,5,10000.0
OuterDowsing,DoggerBank,6,10000.0
OuterDowsing,DoggerBank,7,10000.0
Poland,Lithuania,1,0
Poland,Lithuania,2,10000.0
Poland,Lithuania,3,10000.0
Poland,Lithuania,4,10000.0
Poland,Lithuania,5,10000.0
Poland,Lithuania,6,10000.0
Poland,Lithuania,7,10000.0
Poland,Hungary,1,0
Poland,Hungary,2,10000.0
Poland,Hungary,3,10000.0
Poland,Hungary,4,10000.0
Poland,Hungary,5,10000.0
Poland,Hungary,6,10000.0
Poland,Hungary,7,10000.0
Poland,Germany,1,0
Poland,Germany,2,10000.0
Poland,Germany,3,10000.0
Poland,Germany,4,10000.0
Poland,Germany,5,10000.0
Poland,Germany,6,10000.0
Poland,Germany,7,10000.0
Poland,Denmark,1,0
Poland,Denmark,2,10000.0
Poland,Denmark,3,10000.0
Poland,Denmark,4,10000.0
Poland,Denmark,5,10000.0
Poland,Denmark,6,10000.0
Poland,Denmark,7,10000.0
Poland,CzechR,1,0
Poland,CzechR,2,10000.0
Poland,CzechR,3,10000.0
Poland,CzechR,4,10000.0
Poland,CzechR,5,10000.0
Poland,CzechR,6,10000.0
Poland,CzechR,7,10000.0
Portugal,Spain,1,0
Portugal,Spain,2,10000.0
Portugal,Spain,3,10000.0
Portugal,Spain,4,10000.0
Portugal,Spain,5,10000.0
Portugal,Spain,6,10000.0
Portugal,Spain,7,10000.0
Romania,Hungary,1,0
Romania,Hungary,2,10000.0
Romania,Hungary,3,10000.0
Romania,Hungary,4,10000.0
Romania,Hungary,5,10000.0
Romania,Hungary,6,10000.0
Romania,Hungary,7,10000.0
Romania,Bulgaria,1,0
Romania,Bulgaria,2,10000.0
Romania,Bulgaria,3,10000.0
Romania,Bulgaria,4,10000.0
Romania,Bulgaria,5,10000.0
Romania,Bulgaria,6,10000.0
Romania,Bulgaria,7,10000.0
Serbia,Romania,1,0
Serbia,Romania,2,10000.0
Serbia,Romania,3,10000.0
Serbia,Romania,4,10000.0
Serbia,Romania,5,10000.0
Serbia,Romania,6,10000.0
Serbia,Romania,7,10000.0
Serbia,Macedonia,1,0
Serbia,Macedonia,2,10000.0
Serbia,Macedonia,3,10000.0
Serbia,Macedonia,4,10000.0
Serbia,Macedonia,5,10000.0
Serbia,Macedonia,6,10000.0
Serbia,Macedonia,7,10000.0
Serbia,Hungary,1,0
Serbia,Hungary,2,10000.0
Serbia,Hungary,3,10000.0
Serbia,Hungary,4,10000.0
Serbia,Hungary,5,10000.0
Serbia,Hungary,6,10000.0
Serbia,Hungary,7,10000.0
Serbia,Croatia,1,0
Serbia,Croatia,2,10000.0
Serbia,Croatia,3,10000.0
Serbia,Croatia,4,10000.0
Serbia,Croatia,5,10000.0
Serbia,Croatia,6,10000.0
Serbia,Croatia,7,10000.0
Serbia,Bulgaria,1,0
Serbia,Bulgaria,2,10000.0
Serbia,Bulgaria,3,10000.0
Serbia,Bulgaria,4,10000.0
Serbia,Bulgaria,5,10000.0
Serbia,Bulgaria,6,10000.0
Serbia,Bulgaria,7,10000.0
Serbia,BosniaH,1,0
Serbia,BosniaH,2,10000.0
Serbia,BosniaH,3,10000.0
Serbia,BosniaH,4,10000.0
Serbia,BosniaH,5,10000.0
Serbia,BosniaH,6,10000.0
Serbia,BosniaH,7,10000.0
Slovakia,Poland,1,0
Slovakia,Poland,2,10000.0
Slovakia,Poland,3,10000.0
Slovakia,Poland,4,10000.0
Slovakia,Poland,5,10000.0
Slovakia,Poland,6,10000.0
Slovakia,Poland,7,10000.0
Slovakia,Hungary,1,0
Slovakia,Hungary,2,10000.0
Slovakia,Hungary,3,10000.0
Slovakia,Hungary,4,10000.0
Slovakia,Hungary,5,10000.0
Slovakia,Hungary,6,10000.0
Slovakia,Hungary,7,10000.0
Slovakia,CzechR,1,0
Slovakia,CzechR,2,10000.0
Slovakia,CzechR,3,10000.0
Slovakia,CzechR,4,10000.0
Slovakia,CzechR,5,10000.0
Slovakia,CzechR,6,10000.0
Slovakia,CzechR,7,10000.0
Slovakia,Austria,1,0
Slovakia,Austria,2,10000.0
Slovakia,Austria,3,10000.0
Slovakia,Austria,4,10000.0
Slovakia,Austria,5,10000.0
Slovakia,Austria,6,10000.0
Slovakia,Austria,7,10000.0
Slovenia,Italy,1,0
Slovenia,Italy,2,10000.0
Slovenia,Italy,3,10000.0
Slovenia,Italy,4,10000.0
Slovenia,Italy,5,10000.0
Slovenia,Italy,6,10000.0
Slovenia,Italy,7,10000.0
Slovenia,Hungary,1,0
Slovenia,Hungary,2,10000.0
Slovenia,Hungary,3,10000.0
Slovenia,Hungary,4,10000.0
Slovenia,Hungary,5,10000.0
Slovenia,Hungary,6,10000.0
Slovenia,Hungary,7,10000.0
Slovenia,Croatia,1,0
Slovenia,Croatia,2,10000.0
Slovenia,Croatia,3,10000.0
Slovenia,Croatia,4,10000.0
Slovenia,Croatia,5,10000.0
Slovenia,Croatia,6,10000.0
Slovenia,Croatia,7,10000.0
Slovenia,Austria,1,0
Slovenia,Austria,2,10000.0
Slovenia,Austria,3,10000.0
Slovenia,Austria,4,10000.0
Slovenia,Austria,5,10000.0
Slovenia,Austria,6,10000.0
Slovenia,Austria,7,10000.0
SørligeNordsjøI,UtsiraNord,1,0
SørligeNordsjøI,UtsiraNord,2,10000.0
SørligeNordsjøI,UtsiraNord,3,10000.0
SørligeNordsjøI,UtsiraNord,4,10000.0
SørligeNordsjøI,UtsiraNord,5,10000.0
SørligeNordsjøI,UtsiraNord,6,10000.0
SørligeNordsjøI,UtsiraNord,7,10000.0
SørligeNordsjøI,OuterDowsing,1,0
SørligeNordsjøI,OuterDowsing,2,10000.0
SørligeNordsjøI,OuterDowsing,3,10000.0
SørligeNordsjøI,OuterDowsing,4,10000.0
SørligeNordsjøI,OuterDowsing,5,10000.0
SørligeNordsjøI,OuterDowsing,6,10000.0
SørligeNordsjøI,OuterDowsing,7,10000.0
SørligeNordsjøI,Norfolk,1,0
SørligeNordsjøI,Norfolk,2,10000.0
SørligeNordsjøI,Norfolk,3,10000.0
SørligeNordsjøI,Norfolk,4,10000.0
SørligeNordsjøI,Norfolk,5,10000.0
SørligeNordsjøI,Norfolk,6,10000.0
SørligeNordsjøI,Norfolk,7,10000.0
SørligeNordsjøI,Nordsøen,1,0
SørligeNordsjøI,Nordsøen,2,10000.0
SørligeNordsjøI,Nordsøen,3,10000.0
SørligeNordsjøI,Nordsøen,4,10000.0
SørligeNordsjøI,Nordsøen,5,10000.0
SørligeNordsjøI,Nordsøen,6,10000.0
SørligeNordsjøI,Nordsøen,7,10000.0
SørligeNordsjøI,NO2,1,10000
SørligeNordsjøI,NO2,2,10000
SørligeNordsjøI,NO2,3,10000
SørligeNordsjøI,NO2,4,10000
SørligeNordsjøI,NO2,5,10000
SørligeNordsjøI,NO2,6,10000
SørligeNordsjøI,NO2,7,10000
SørligeNordsjøI,MorayFirth,1,0
SørligeNordsjøI,MorayFirth,2,10000.0
SørligeNordsjøI,MorayFirth,3,10000.0
SørligeNordsjøI,MorayFirth,4,10000.0
SørligeNordsjøI,MorayFirth,5,10000.0
SørligeNordsjøI,MorayFirth,6,10000.0
SørligeNordsjøI,MorayFirth,7,10000.0
SørligeNordsjøI,Hornsea,1,0
SørligeNordsjøI,Hornsea,2,10000.0
SørligeNordsjøI,Hornsea,3,10000.0
SørligeNordsjøI,Hornsea,4,10000.0
SørligeNordsjøI,Hornsea,5,10000.0
SørligeNordsjøI,Hornsea,6,10000.0
SørligeNordsjøI,Hornsea,7,10000.0
SørligeNordsjøI,HollandseeKust,1,0
SørligeNordsjøI,HollandseeKust,2,10000.0
SørligeNordsjøI,HollandseeKust,3,10000.0
SørligeNordsjøI,HollandseeKust,4,10000.0
SørligeNordsjøI,HollandseeKust,5,10000.0
SørligeNordsjøI,HollandseeKust,6,10000.0
SørligeNordsjøI,HollandseeKust,7,10000.0
SørligeNordsjøI,HelgoländerBucht,1,0
SørligeNordsjøI,HelgoländerBucht,2,10000.0
SørligeNordsjøI,HelgoländerBucht,3,10000.0
SørligeNordsjøI,HelgoländerBucht,4,10000.0
SørligeNordsjøI,HelgoländerBucht,5,10000.0
SørligeNordsjøI,HelgoländerBucht,6,10000.0
SørligeNordsjøI,HelgoländerBucht,7,10000.0
SørligeNordsjøI,FirthofForth,1,0
SørligeNordsjøI,FirthofForth,2,10000.0
SørligeNordsjøI,FirthofForth,3,10000.0
SørligeNordsjøI,FirthofForth,4,10000.0
SørligeNordsjøI,FirthofForth,5,10000.0
SørligeNordsjøI,FirthofForth,6,10000.0
SørligeNordsjøI,FirthofForth,7,10000.0
SørligeNordsjøI,EastAnglia,1,0
SørligeNordsjøI,EastAnglia,2,10000.0
SørligeNordsjøI,EastAnglia,3,10000.0
SørligeNordsjøI,EastAnglia,4,10000.0
SørligeNordsjøI,EastAnglia,5,10000.0
SørligeNordsjøI,EastAnglia,6,10000.0
SørligeNordsjøI,EastAnglia,7,10000.0
SørligeNordsjøI,DoggerBank,1,0
SørligeNordsjøI,DoggerBank,2,10000.0
SørligeNordsjøI,DoggerBank,3,10000.0
SørligeNordsjøI,DoggerBank,4,10000.0
SørligeNordsjøI,DoggerBank,5,10000.0
SørligeNordsjøI,DoggerBank,6,10000.0
SørligeNordsjøI,DoggerBank,7,10000.0
SørligeNordsjøI,Borssele,1,0
SørligeNordsjøI,Borssele,2,10000.0
SørligeNordsjøI,Borssele,3,10000.0
SørligeNordsjøI,Borssele,4,10000.0
SørligeNordsjøI,Borssele,5,10000.0
SørligeNordsjøI,Borssele,6,10000.0
SørligeNordsjøI,Borssele,7,10000.0
SørligeNordsjøII,UtsiraNord,1,0
SørligeNordsjøII,UtsiraNord,2,10000.0
SørligeNordsjøII,UtsiraNord,3,10000.0
SørligeNordsjøII,UtsiraNord,4,10000.0
SørligeNordsjøII,UtsiraNord,5,10000.0
SørligeNordsjøII,UtsiraNord,6,10000.0
SørligeNordsjøII,UtsiraNord,7,10000.0
SørligeNordsjøII,SørligeNordsjøI,1,0
SørligeNordsjøII,SørligeNordsjøI,2,10000.0
SørligeNordsjøII,SørligeNordsjøI,3,10000.0
SørligeNordsjøII,SørligeNordsjøI,4,10000.0
SørligeNordsjøII,SørligeNordsjøI,5,10000.0
SørligeNordsjøII,SørligeNordsjøI,6,10000.0
SørligeNordsjøII,SørligeNordsjøI,7,10000.0
SørligeNordsjøII,OuterDowsing,1,0
SørligeNordsjøII,OuterDowsing,2,10000.0
SørligeNordsjøII,OuterDowsing,3,10000.0
SørligeNordsjøII,OuterDowsing,4,10000.0
SørligeNordsjøII,OuterDowsing,5,10000.0
SørligeNordsjøII,OuterDowsing,6,10000.0
SørligeNordsjøII,OuterDowsing,7,10000.0
SørligeNordsjøII,Norfolk,1,0
SørligeNordsjøII,Norfolk,2,10000.0
SørligeNordsjøII,Norfolk,3,10000.0
SørligeNordsjøII,Norfolk,4,10000.0
SørligeNordsjøII,Norfolk,5,10000.0
SørligeNordsjøII,Norfolk,6,10000.0
SørligeNordsjøII,Norfolk,7,10000.0
SørligeNordsjøII,Nordsøen,1,0
SørligeNordsjøII,Nordsøen,2,10000.0
SørligeNordsjøII,Nordsøen,3,10000.0
SørligeNordsjøII,Nordsøen,4,10000.0
SørligeNordsjøII,Nordsøen,5,10000.0
SørligeNordsjøII,Nordsøen,6,10000.0
SørligeNordsjøII,Nordsøen,7,10000.0
SørligeNordsjøII,NO2,1,10000
SørligeNordsjøII,NO2,2,10000
SørligeNordsjøII,NO2,3,10000
SørligeNordsjøII,NO2,4,10000
SørligeNordsjøII,NO2,5,10000
SørligeNordsjøII,NO2,6,10000
SørligeNordsjøII,NO2,7,10000
SørligeNordsjøII,MorayFirth,1,0
SørligeNordsjøII,MorayFirth,2,10000.0
SørligeNordsjøII,MorayFirth,3,10000.0
SørligeNordsjøII,MorayFirth,4,10000.0
SørligeNordsjøII,MorayFirth,5,10000.0
SørligeNordsjøII,MorayFirth,6,10000.0
SørligeNordsjøII,MorayFirth,7,10000.0
SørligeNordsjøII,Hornsea,1,0
SørligeNordsjøII,Hornsea,2,10000.0
SørligeNordsjøII,Hornsea,3,10000.0
SørligeNordsjøII,Hornsea,4,10000.0
SørligeNordsjøII,Hornsea,5,10000.0
SørligeNordsjøII,Hornsea,6,10000.0
SørligeNordsjøII,Hornsea,7,10000.0
SørligeNordsjøII,HollandseeKust,1,0
SørligeNordsjøII,HollandseeKust,2,10000.0
SørligeNordsjøII,HollandseeKust,3,10000.0
SørligeNordsjøII,HollandseeKust,4,10000.0
SørligeNordsjøII,HollandseeKust,5,10000.0
SørligeNordsjøII,HollandseeKust,6,10000.0
SørligeNordsjøII,HollandseeKust,7,10000.0
SørligeNordsjøII,HelgoländerBucht,1,0
SørligeNordsjøII,HelgoländerBucht,2,10000.0
SørligeNordsjøII,HelgoländerBucht,3,10000.0
SørligeNordsjøII,HelgoländerBucht,4,10000.0
SørligeNordsjøII,HelgoländerBucht,5,10000.0
SørligeNordsjøII,HelgoländerBucht,6,10000.0
SørligeNordsjøII,HelgoländerBucht,7,10000.0
SørligeNordsjøII,FirthofForth,1,0
SørligeNordsjøII,FirthofForth,2,10000.0
SørligeNordsjøII,FirthofForth,3,10000.0
SørligeNordsjøII,FirthofForth,4,10000.0
SørligeNordsjøII,FirthofForth,5,10000.0
SørligeNordsjøII,FirthofForth,6,10000.0
SørligeNordsjøII,FirthofForth,7,10000.0
SørligeNordsjøII,EastAnglia,1,0
SørligeNordsjøII,EastAnglia,2,10000.0
SørligeNordsjøII,EastAnglia,3,10000.0
SørligeNordsjøII,EastAnglia,4,10000.0
SørligeNordsjøII,EastAnglia,5,10000.0
SørligeNordsjøII,EastAnglia,6,10000.0
SørligeNordsjøII,EastAnglia,7,10000.0
SørligeNordsjøII,DoggerBank,1,0
SørligeNordsjøII,DoggerBank,2,10000.0
SørligeNordsjøII,DoggerBank,3,10000.0
SørligeNordsjøII,DoggerBank,4,10000.0
SørligeNordsjøII,DoggerBank,5,10000.0
SørligeNordsjøII,DoggerBank,6,10000.0
SørligeNordsjøII,DoggerBank,7,10000.0
SørligeNordsjøII,Borssele,1,0
SørligeNordsjøII,Borssele,2,10000.0
SørligeNordsjøII,Borssele,3,10000.0
SørligeNordsjøII,Borssele,4,10000.0
SørligeNordsjøII,Borssele,5,10000.0
SørligeNordsjøII,Borssele,6,10000.0
SørligeNordsjøII,Borssele,7,10000.0
Sweden,Poland,1,0
Sweden,Poland,2,10000.0
Sweden,Poland,3,10000.0
Sweden,Poland,4,10000.0
Sweden,Poland,5,10000.0
Sweden,Poland,6,10000.0
Sweden,Poland,7,10000.0
Sweden,NO4,1,0
Sweden,NO4,2,10000.0
Sweden,NO4,3,10000.0
Sweden,NO4,4,10000.0
Sweden,NO4,5,10000.0
Sweden,NO4,6,10000.0
Sweden,NO4,7,10000.0
Sweden,NO3,1,0
Sweden,NO3,2,10000.0
Sweden,NO3,3,10000.0
Sweden,NO3,4,10000.0
Sweden,NO3,5,10000.0
Sweden,NO3,6,10000.0
Sweden,NO3,7,10000.0
Sweden,NO1,1,0
Sweden,NO1,2,10000.0
Sweden,NO1,3,10000.0
Sweden,NO1,4,10000.0
Sweden,NO1,5,10000.0
Sweden,NO1,6,10000.0
Sweden,NO1,7,10000.0
Sweden,Lithuania,1,0
Sweden,Lithuania,2,10000.0
Sweden,Lithuania,3,10000.0
Sweden,Lithuania,4,10000.0
Sweden,Lithuania,5,10000.0
Sweden,Lithuania,6,10000.0
Sweden,Lithuania,7,10000.0
Sweden,Latvia,1,0
Sweden,Latvia,2,10000.0
Sweden,Latvia,3,10000.0
Sweden,Latvia,4,10000.0
Sweden,Latvia,5,10000.0
Sweden,Latvia,6,10000.0
Sweden,Latvia,7,10000.0
Sweden,Germany,1,0
Sweden,Germany,2,10000.0
Sweden,Germany,3,10000.0
Sweden,Germany,4,10000.0
Sweden,Germany,5,10000.0
Sweden,Germany,6,10000.0
Sweden,Germany,7,10000.0
Sweden,Finland,1,0
Sweden,Finland,2,10000.0
Sweden,Finland,3,10000.0
Sweden,Finland,4,10000.0
Sweden,Finland,5,10000.0
Sweden,Finland,6,10000.0
Sweden,Finland,7,10000.0
Sweden,Estonia,1,0
Sweden,Estonia,2,10000.0
Sweden,Estonia,3,10000.0
Sweden,Estonia,4,10000.0
Sweden,Estonia,5,10000.0
Sweden,Estonia,6,10000.0
Sweden,Estonia,7,10000.0
Sweden,Denmark,1,0
Sweden,Denmark,2,10000.0
Sweden,Denmark,3,10000.0
Sweden,Denmark,4,10000.0
Sweden,Denmark,5,10000.0
Sweden,Denmark,6,10000.0
Sweden,Denmark,7,10000.0
Switzerland,Austria,1,0
Switzerland,Austria,2,10000.0
Switzerland,Austria,3,10000.0
Switzerland,Austria,4,10000.0
Switzerland,Austria,5,10000.0
Switzerland,Austria,6,10000.0
Switzerland,Austria,7,10000.0
UtsiraNord,OuterDowsing,1,0
UtsiraNord,OuterDowsing,2,10000.0
UtsiraNord,OuterDowsing,3,10000.0
UtsiraNord,OuterDowsing,4,10000.0
UtsiraNord,OuterDowsing,5,10000.0
UtsiraNord,OuterDowsing,6,10000.0
UtsiraNord,OuterDowsing,7,10000.0
UtsiraNord,Norfolk,1,0
UtsiraNord,Norfolk,2,10000.0
UtsiraNord,Norfolk,3,10000.0
UtsiraNord,Norfolk,4,10000.0
UtsiraNord,Norfolk,5,10000.0
UtsiraNord,Norfolk,6,10000.0
UtsiraNord,Norfolk,7,10000.0
UtsiraNord,Nordsøen,1,0
UtsiraNord,Nordsøen,2,10000.0
UtsiraNord,Nordsøen,3,10000.0
UtsiraNord,Nordsøen,4,10000.0
UtsiraNord,Nordsøen,5,10000.0
UtsiraNord,Nordsøen,6,10000.0
UtsiraNord,Nordsøen,7,10000.0
UtsiraNord,NO2,1,10000
UtsiraNord,NO2,2,10000
UtsiraNord,NO2,3,10000
UtsiraNord,NO2,4,10000
UtsiraNord,NO2,5,10000
UtsiraNord,NO2,6,10000
UtsiraNord,NO2,7,10000
